"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/node_modules-0.4/socket.io-client/socket.io.js","1430","12","1430","27"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/node_modules-nvm-0.12/socket.io-client/socket.io.js","1430","12","1430","27"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///bin/priest:82:39:82:45""]].","/bin/priest","82","23","82","45"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command depends on [[""a user-provided value""|""relative:///bin/priest:139:40:139:45""]].
This command depends on [[""a user-provided value""|""relative:///bin/priest:147:41:147:46""]].
This command depends on [[""a user-provided value""|""relative:///bin/priest:243:50:243:55""]].
This command depends on [[""a user-provided value""|""relative:///bin/priest:251:51:251:56""]].
This command depends on [[""a user-provided value""|""relative:///src/middleware.js:63:22:63:29""]].","/src/controller.js","140","23","140","25"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///bin/priest:139:40:139:45""]].
This path depends on [[""a user-provided value""|""relative:///bin/priest:147:41:147:46""]].
This path depends on [[""a user-provided value""|""relative:///bin/priest:243:50:243:55""]].
This path depends on [[""a user-provided value""|""relative:///bin/priest:251:51:251:56""]].
This path depends on [[""a user-provided value""|""relative:///src/middleware.js:63:22:63:29""]].","/src/controller.js","236","43","236","75"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///bin/priest:139:40:139:45""]].
This path depends on [[""a user-provided value""|""relative:///bin/priest:147:41:147:46""]].
This path depends on [[""a user-provided value""|""relative:///bin/priest:243:50:243:55""]].
This path depends on [[""a user-provided value""|""relative:///bin/priest:251:51:251:56""]].
This path depends on [[""a user-provided value""|""relative:///src/middleware.js:63:22:63:29""]].","/src/controller.js","237","43","237","81"
"Code injection","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution.","error","[[""User-provided value""|""relative:///bin/priest:125:49:125:54""]] flows to here and is interpreted as code.
[[""User-provided value""|""relative:///bin/priest:216:59:216:64""]] flows to here and is interpreted as code.","/src/controller.js","256","37","256","44"
"Code injection","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution.","error","[[""User-provided value""|""relative:///bin/priest:125:49:125:54""]] flows to here and is interpreted as code.
[[""User-provided value""|""relative:///bin/priest:216:59:216:64""]] flows to here and is interpreted as code.","/src/controller.js","258","43","258","50"
"Code injection","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution.","error","[[""User-provided value""|""relative:///bin/priest:125:49:125:54""]] flows to here and is interpreted as code.
[[""User-provided value""|""relative:///bin/priest:216:59:216:64""]] flows to here and is interpreted as code.","/src/controller.js","265","22","265","29"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///bin/priest:139:40:139:45""]] is used as a property name to write to.
A [[""user-provided value""|""relative:///bin/priest:147:41:147:46""]] is used as a property name to write to.
A [[""user-provided value""|""relative:///bin/priest:243:50:243:55""]] is used as a property name to write to.
A [[""user-provided value""|""relative:///bin/priest:251:51:251:56""]] is used as a property name to write to.
A [[""user-provided value""|""relative:///src/middleware.js:63:22:63:29""]] is used as a property name to write to.","/src/controller.js","82","16","82","19"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///bin/priest:139:40:139:45""]] is used as a property name to write to.
A [[""user-provided value""|""relative:///bin/priest:147:41:147:46""]] is used as a property name to write to.
A [[""user-provided value""|""relative:///bin/priest:243:50:243:55""]] is used as a property name to write to.
A [[""user-provided value""|""relative:///bin/priest:251:51:251:56""]] is used as a property name to write to.
A [[""user-provided value""|""relative:///src/middleware.js:63:22:63:29""]] is used as a property name to write to.","/src/controller.js","157","31","157","39"
"Indirect uncontrolled command line","Forwarding command-line arguments to a child process executed within a shell may indirectly introduce command-line injection vulnerabilities.","warning","This command depends on an unsanitized [[""command-line argument""|""relative:///bin/priest-shell:511:15:511:26""]].","/node_modules-0.4/commander/index.js","530","20","530","22"
"Indirect uncontrolled command line","Forwarding command-line arguments to a child process executed within a shell may indirectly introduce command-line injection vulnerabilities.","warning","This command depends on an unsanitized [[""command-line argument""|""relative:///bin/priest-shell:511:15:511:26""]].","/node_modules-nvm-0.12/commander/index.js","530","20","530","22"
