"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///index.js:23:42:23:48""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///index.js:25:42:25:48""]].","/index.js","28","21","34","207"
"Stored cross-site scripting","Using uncontrolled stored values in HTML allows for a stored cross-site scripting vulnerability.","error","Stored cross-site scripting vulnerability due to [[""stored value""|""relative:///index.js:19:23:19:48""]].","/index.js","28","21","34","207"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:13:58:13:64""]].","/index.js","15","22","15","30"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:13:58:13:64""]].","/index.js","16","29","16","37"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:13:58:13:64""]].","/index.js","18","25","18","34"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:13:58:13:64""]].","/index.js","19","38","19","47"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:13:58:13:64""]].","/index.js","22","33","22","58"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:13:58:13:64""]].","/index.js","36","30","36","39"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:13:58:13:64""]].","/index.js","37","37","37","46"
